Flow Timestamps,Flow (L/min),CO2 Timestamps,CO2% (ppm),Volume Exhaled Timestamps,Volume Exhaled (L),VCO2/BV Timestamps,Vol CO2 / Vol Breath,CO2 Peak timestamps,CO2 Peak (ppm)
2022-11-17 09:40:11.542463,-0.06,2022-11-17 09:40:11.558282,2930.0,2022-11-17 09:40:27.107783,0.817,2022-11-17 09:40:29.251533,26.88952858354206,2022-11-17 09:40:29.252542,45470.0
2022-11-17 09:40:11.588556,-0.07,2022-11-17 09:40:11.605598,2940.0,2022-11-17 09:40:36.681023,0.8946333333333334,2022-11-17 09:40:39.171532,27.165414308300534,2022-11-17 09:40:39.171532,47230.0
2022-11-17 09:40:11.638038,-0.06,2022-11-17 09:40:11.659244,3000.0,2022-11-17 09:40:47.266762,0.8636833333333335,2022-11-17 09:40:49.534678,27.24345040420726,2022-11-17 09:40:49.534678,47090.0
2022-11-17 09:40:11.689847,-0.05,2022-11-17 09:40:11.708783,2940.0,2022-11-17 09:40:54.133130,0.0171666666666666,2022-11-17 09:41:00.885803,28.59545472155562,2022-11-17 09:41:00.885803,45550.0
2022-11-17 09:40:11.743991,-0.06,2022-11-17 09:40:11.761199,3060.0,2022-11-17 09:40:57.217157,0.6185916666666669,2022-11-17 09:41:11.344917,23.036683960250876,2022-11-17 09:41:11.344917,51550.0
2022-11-17 09:40:11.793068,-0.05,2022-11-17 09:40:11.814073,3280.0,2022-11-17 09:40:57.857054,0.0829166666666666,2022-11-17 09:41:20.684786,26.08284428710658,2022-11-17 09:41:20.684786,47360.0
2022-11-17 09:40:11.843185,-0.04,2022-11-17 09:40:11.863243,3200.0,2022-11-17 09:41:04.761119,0.0170666666666666,2022-11-17 09:41:31.413906,25.280987932248973,2022-11-17 09:41:31.413906,48900.0
2022-11-17 09:40:11.892968,-0.05,2022-11-17 09:40:11.909063,3110.0,2022-11-17 09:41:08.143495,0.954975,2022-11-17 09:41:41.862556,25.426849247377756,2022-11-17 09:41:41.862556,50930.0
2022-11-17 09:40:11.965497,-0.06,2022-11-17 09:40:11.947136,3250.0,2022-11-17 09:41:08.296966,0.0174833333333333,2022-11-17 09:41:51.041673,25.233511771062417,2022-11-17 09:41:51.041673,50080.0
2022-11-17 09:40:12.013998,-0.08,2022-11-17 09:40:11.994990,3120.0,2022-11-17 09:41:08.799124,0.0926333333333333,2022-11-17 09:42:00.153088,25.005294416177023,2022-11-17 09:42:00.153088,50090.0
2022-11-17 09:40:12.056596,-0.08,2022-11-17 09:40:12.043030,2990.0,2022-11-17 09:41:18.245972,0.7631416666666665,,,,
2022-11-17 09:40:12.102899,-0.07,2022-11-17 09:40:12.090992,3020.0,2022-11-17 09:41:18.536424,0.0454166666666666,,,,
2022-11-17 09:40:12.163467,-0.07,2022-11-17 09:40:12.138939,3080.0,2022-11-17 09:41:25.004419,0.0170333333333333,,,,
2022-11-17 09:40:12.214977,-0.08,2022-11-17 09:40:12.187774,3390.0,2022-11-17 09:41:28.344093,0.8545333333333334,,,,
2022-11-17 09:40:12.260686,-0.07,2022-11-17 09:40:12.235140,3280.0,2022-11-17 09:41:39.546890,0.9834666666666668,,,,
2022-11-17 09:40:12.306740,-0.07,2022-11-17 09:40:12.298746,3010.0,2022-11-17 09:41:49.139568,0.9525083333333332,,,,
2022-11-17 09:40:12.354986,-0.05,2022-11-17 09:40:12.347255,2950.0,2022-11-17 09:41:49.291132,0.01695,,,,
2022-11-17 09:40:12.401257,-0.05,2022-11-17 09:40:12.395199,2890.0,2022-11-17 09:41:58.181657,0.8889583333333332,,,,
2022-11-17 09:40:12.450018,-0.05,2022-11-17 09:40:12.443047,2800.0,2022-11-17 09:41:58.710635,0.0470166666666666,,,,
2022-11-17 09:40:12.491070,-0.05,2022-11-17 09:40:12.497075,2900.0,,,,,,
2022-11-17 09:40:12.545088,-0.06,2022-11-17 09:40:12.539091,3020.0,,,,,,
2022-11-17 09:40:12.594212,-0.07,2022-11-17 09:40:12.587162,2990.0,,,,,,
2022-11-17 09:40:12.643326,-0.06,2022-11-17 09:40:12.635322,2980.0,,,,,,
2022-11-17 09:40:12.691321,-0.06,2022-11-17 09:40:12.683256,2930.0,,,,,,
2022-11-17 09:40:12.741326,-0.07,2022-11-17 09:40:12.731286,2960.0,,,,,,
2022-11-17 09:40:12.791584,-0.07,2022-11-17 09:40:12.779554,2860.0,,,,,,
2022-11-17 09:40:12.841836,-0.04,2022-11-17 09:40:12.827036,2840.0,,,,,,
2022-11-17 09:40:12.895191,-0.04,2022-11-17 09:40:12.875020,2930.0,,,,,,
2022-11-17 09:40:12.945326,-0.05,2022-11-17 09:40:12.923099,2950.0,,,,,,
2022-11-17 09:40:12.995061,-0.06,2022-11-17 09:40:12.987056,3040.0,,,,,,
2022-11-17 09:40:13.046163,-0.05,2022-11-17 09:40:13.035074,3020.0,,,,,,
2022-11-17 09:40:13.092077,-0.05,2022-11-17 09:40:13.083073,2940.0,,,,,,
2022-11-17 09:40:13.137320,-0.05,2022-11-17 09:40:13.130868,3050.0,,,,,,
2022-11-17 09:40:13.189649,-0.04,2022-11-17 09:40:13.178452,3000.0,,,,,,
2022-11-17 09:40:13.242109,-0.05,2022-11-17 09:40:13.226955,2870.0,,,,,,
2022-11-17 09:40:13.291841,-0.05,2022-11-17 09:40:13.274808,2890.0,,,,,,
2022-11-17 09:40:13.341897,-0.06,2022-11-17 09:40:13.322808,2990.0,,,,,,
2022-11-17 09:40:13.392913,-0.06,2022-11-17 09:40:13.370634,3080.0,,,,,,
2022-11-17 09:40:13.442247,-0.06,2022-11-17 09:40:13.418936,3110.0,,,,,,
2022-11-17 09:40:13.491186,-0.06,2022-11-17 09:40:13.466714,3130.0,,,,,,
2022-11-17 09:40:13.541328,-0.05,2022-11-17 09:40:13.514691,3080.0,,,,,,
2022-11-17 09:40:13.587800,-0.05,2022-11-17 09:40:13.562734,2840.0,,,,,,
2022-11-17 09:40:13.661098,-0.04,2022-11-17 09:40:13.626614,2650.0,,,,,,
2022-11-17 09:40:13.710262,-0.04,2022-11-17 09:40:13.679698,2770.0,,,,,,
2022-11-17 09:40:13.764284,-0.02,2022-11-17 09:40:13.728586,2830.0,,,,,,
2022-11-17 09:40:13.814680,-0.04,2022-11-17 09:40:13.781690,2690.0,,,,,,
2022-11-17 09:40:13.864749,-0.05,2022-11-17 09:40:13.833666,2700.0,,,,,,
2022-11-17 09:40:13.914761,-0.06,2022-11-17 09:40:13.880343,2960.0,,,,,,
2022-11-17 09:40:13.970564,-0.05,2022-11-17 09:40:13.916759,3030.0,,,,,,
2022-11-17 09:40:14.015987,-0.05,2022-11-17 09:40:13.962506,3010.0,,,,,,
2022-11-17 09:40:14.065105,-0.05,2022-11-17 09:40:14.010928,3050.0,,,,,,
2022-11-17 09:40:14.113179,-0.06,2022-11-17 09:40:14.058456,2920.0,,,,,,
2022-11-17 09:40:14.162386,-0.06,2022-11-17 09:40:14.106188,2840.0,,,,,,
2022-11-17 09:40:14.208593,-0.05,2022-11-17 09:40:14.154347,2920.0,,,,,,
2022-11-17 09:40:14.335762,-0.04,2022-11-17 09:40:14.202549,3020.0,,,,,,
2022-11-17 09:40:14.385093,-0.03,2022-11-17 09:40:14.250718,3120.0,,,,,,
2022-11-17 09:40:14.435796,-0.05,2022-11-17 09:40:14.298228,2950.0,,,,,,
2022-11-17 09:40:14.485461,-0.06,2022-11-17 09:40:14.362434,2910.0,,,,,,
2022-11-17 09:40:14.536037,-0.05,2022-11-17 09:40:14.410051,2950.0,,,,,,
2022-11-17 09:40:14.582251,-0.05,2022-11-17 09:40:14.457782,2960.0,,,,,,
2022-11-17 09:40:14.658565,-0.05,2022-11-17 09:40:14.505810,3160.0,,,,,,
2022-11-17 09:40:14.709597,-0.04,2022-11-17 09:40:14.554331,3250.0,,,,,,
2022-11-17 09:40:14.759660,-0.05,2022-11-17 09:40:14.602324,3110.0,,,,,,
2022-11-17 09:40:14.809019,-0.06,2022-11-17 09:40:14.650566,3030.0,,,,,,
2022-11-17 09:40:14.861090,-0.04,2022-11-17 09:40:14.698519,2940.0,,,,,,
2022-11-17 09:40:14.911586,-0.04,2022-11-17 09:40:14.746326,2970.0,,,,,,
2022-11-17 09:40:14.961245,-0.04,2022-11-17 09:40:14.793881,3010.0,,,,,,
2022-11-17 09:40:15.011511,-0.04,2022-11-17 09:40:14.841861,2970.0,,,,,,
2022-11-17 09:40:15.063126,-0.02,2022-11-17 09:40:14.889831,3070.0,,,,,,
2022-11-17 09:40:15.108766,-0.05,2022-11-17 09:40:14.937828,2880.0,,,,,,
2022-11-17 09:40:15.155015,-0.05,2022-11-17 09:40:14.986059,2870.0,,,,,,
2022-11-17 09:40:15.201160,-0.06,2022-11-17 09:40:15.050051,3000.0,,,,,,
2022-11-17 09:40:15.250749,-0.05,2022-11-17 09:40:15.097994,2950.0,,,,,,
