Flow Timestamps,Flow (L/min),CO2 Timestamps,CO2% (ppm),Volume Exhaled Timestamps,Volume Exhaled (L),VCO2/BV Timestamps,Vol CO2 / Vol Breath,CO2 Peak timestamps,CO2 Peak (ppm)
2022-12-08 09:15:46.504096,-0.09,2022-12-08 09:15:46.488882,2920.0,2022-12-08 09:16:02.075925,0.8801000000000003,2022-12-08 09:16:05.043174,28.19498041036434,2022-12-08 09:16:05.043947,41620.0
2022-12-08 09:15:46.554082,-0.09,2022-12-08 09:15:46.536891,2590.0,2022-12-08 09:16:02.333915,0.01715,2022-12-08 09:16:15.886242,26.50597247069324,2022-12-08 09:16:15.887326,44200.0
2022-12-08 09:15:46.607823,-0.1,2022-12-08 09:15:46.584794,2690.0,2022-12-08 09:16:12.712506,1.017525,2022-12-08 09:16:26.441759,26.269268356574823,2022-12-08 09:16:26.442408,44460.0
2022-12-08 09:15:46.661810,-0.1,2022-12-08 09:15:46.632769,2860.0,2022-12-08 09:16:12.962611,0.044725,2022-12-08 09:16:38.132220,27.15766045403117,2022-12-08 09:16:38.132809,45040.0
2022-12-08 09:15:46.716104,-0.1,2022-12-08 09:15:46.680985,2830.0,2022-12-08 09:16:23.455856,1.004933333333334,2022-12-08 09:16:50.207882,27.45852786279345,2022-12-08 09:16:50.207882,44020.0
2022-12-08 09:15:46.765337,-0.09,2022-12-08 09:15:46.733801,2720.0,2022-12-08 09:16:35.491460,1.1123833333333328,2022-12-08 09:17:02.776510,27.458826010611563,2022-12-08 09:17:02.777512,44670.0
2022-12-08 09:15:46.815258,-0.08,2022-12-08 09:15:46.780988,2800.0,2022-12-08 09:16:45.969122,0.8119249999999998,2022-12-08 09:17:15.099501,26.413112791093017,2022-12-08 09:17:15.099501,46360.0
2022-12-08 09:15:46.865261,-0.09,2022-12-08 09:15:46.832790,2950.0,2022-12-08 09:16:46.117792,0.0256,2022-12-08 09:17:27.373815,28.789916483417883,2022-12-08 09:17:27.374662,45110.0
2022-12-08 09:15:46.915282,-0.09,2022-12-08 09:15:46.881220,2930.0,2022-12-08 09:16:58.297946,0.8579833333333337,2022-12-08 09:17:38.504852,25.26015810410366,2022-12-08 09:17:38.504852,46830.0
2022-12-08 09:15:46.965232,-0.09,2022-12-08 09:15:46.931189,2850.0,2022-12-08 09:17:11.138259,0.8656833333333334,2022-12-08 09:17:48.488949,26.73047412026201,2022-12-08 09:17:48.488949,43510.0
2022-12-08 09:15:47.015924,-0.09,2022-12-08 09:15:46.980417,2860.0,2022-12-08 09:17:11.733958,0.0170833333333333,,,,
2022-12-08 09:15:47.070616,-0.07,2022-12-08 09:15:47.022203,2800.0,2022-12-08 09:17:11.935731,0.0269416666666666,,,,
2022-12-08 09:15:47.112427,-0.08,2022-12-08 09:15:47.064564,2800.0,2022-12-08 09:17:12.397503,0.0169,,,,
2022-12-08 09:15:47.158104,-0.09,2022-12-08 09:15:47.116978,2780.0,2022-12-08 09:17:19.440274,0.0258083333333333,,,,
2022-12-08 09:15:47.213583,-0.08,2022-12-08 09:15:47.173808,2780.0,2022-12-08 09:17:22.030575,0.465075,,,,
2022-12-08 09:15:47.264356,-0.1,2022-12-08 09:15:47.234292,2800.0,2022-12-08 09:17:22.336112,0.0453333333333333,,,,
2022-12-08 09:15:47.314360,-0.1,2022-12-08 09:15:47.281213,2920.0,2022-12-08 09:17:23.030731,0.026475,,,,
2022-12-08 09:15:47.362955,-0.1,2022-12-08 09:15:47.332173,2800.0,2022-12-08 09:17:23.230454,0.0263583333333333,,,,
2022-12-08 09:15:47.413061,-0.09,2022-12-08 09:15:47.379115,2700.0,2022-12-08 09:17:23.675729,0.0427583333333333,,,,
2022-12-08 09:15:47.463101,-0.08,2022-12-08 09:15:47.429586,2920.0,2022-12-08 09:17:35.267536,1.0750166666666667,,,,
2022-12-08 09:15:47.515052,-0.08,2022-12-08 09:15:47.471157,2920.0,2022-12-08 09:17:35.523603,0.03395,,,,
2022-12-08 09:15:47.567605,-0.09,2022-12-08 09:15:47.512009,2690.0,2022-12-08 09:17:45.980952,0.807525,,,,
2022-12-08 09:15:47.609843,-0.08,2022-12-08 09:15:47.560561,2640.0,,,,,,
2022-12-08 09:15:47.662839,-0.09,2022-12-08 09:15:47.608840,2820.0,,,,,,
2022-12-08 09:15:47.711282,-0.09,2022-12-08 09:15:47.656836,2790.0,,,,,,
