Flow Timestamps,Flow (L/min),CO2 Timestamps,CO2% (ppm),Volume Exhaled Timestamps,Volume Exhaled (L),VCO2/BV Timestamps,Vol CO2 / Vol Breath,CO2 Peak timestamps,CO2 Peak (ppm)
2022-10-20 10:27:13.234619,-0.04,2022-10-20 10:27:13.229615,1070.0,2022-10-20 10:27:28.083358,0.0275833333333333,2022-10-20 10:27:35.100438,18.275355891273755,2022-10-20 10:27:35.100438,66460.0
2022-10-20 10:27:13.281865,-0.05,2022-10-20 10:27:13.299915,1150.0,2022-10-20 10:27:34.275208,1.697791666666667,2022-10-20 10:27:41.474067,17.742015999366988,2022-10-20 10:27:41.474067,66710.0
2022-10-20 10:27:13.330854,-0.04,2022-10-20 10:27:13.350498,1150.0,2022-10-20 10:27:40.700038,1.849633333333334,2022-10-20 10:27:47.278821,18.544807217241026,2022-10-20 10:27:47.278821,63800.0
2022-10-20 10:27:13.385137,-0.02,2022-10-20 10:27:13.400185,1030.0,2022-10-20 10:27:46.789223,1.8711916666666664,2022-10-20 10:27:52.871034,18.70522517328897,2022-10-20 10:27:52.871034,61630.0
2022-10-20 10:27:13.430226,-0.0,2022-10-20 10:27:13.447260,950.0,2022-10-20 10:27:52.257446,1.847616666666668,2022-10-20 10:27:59.251252,19.55226217977261,2022-10-20 10:27:59.251252,61400.0
2022-10-20 10:27:13.476772,0.0,2022-10-20 10:27:13.493967,940.0,2022-10-20 10:27:58.387249,1.7096,2022-10-20 10:28:04.607909,19.024874183919252,2022-10-20 10:28:04.607909,61750.0
2022-10-20 10:27:13.526218,0.0,2022-10-20 10:27:13.543273,1000.0,2022-10-20 10:28:04.187355,1.8860833333333336,2022-10-20 10:28:10.300858,19.45263227579579,2022-10-20 10:28:10.300858,59850.0
2022-10-20 10:27:13.576538,0.0,2022-10-20 10:27:13.592136,1010.0,2022-10-20 10:28:09.683025,1.831683333333333,2022-10-20 10:28:16.544551,19.3073203530834,2022-10-20 10:28:16.544551,60390.0
2022-10-20 10:27:13.626904,-0.01,2022-10-20 10:27:13.642961,1070.0,2022-10-20 10:28:15.977349,2.0484249999999995,2022-10-20 10:28:22.389744,20.327656683638573,2022-10-20 10:28:22.389744,58050.0
2022-10-20 10:27:13.679321,-0.0,2022-10-20 10:27:13.677317,1070.0,2022-10-20 10:28:21.963014,1.762591666666666,2022-10-20 10:28:28.046569,20.438289381096062,2022-10-20 10:28:28.046569,56790.0
