Flow Timestamps,Flow (L/min),CO2 Timestamps,CO2% (ppm),Volume Exhaled Timestamps,Volume Exhaled (L),VCO2/BV Timestamps,Vol CO2 / Vol Breath,CO2 Peak timestamps,CO2 Peak (ppm)
2022-10-27 10:25:25.895011,0.0,2022-10-27 10:25:25.903071,970.0,2022-10-27 10:25:32.367460,2.3963666666666663,2022-10-27 10:25:32.915697,19.64338511485136,2022-10-27 10:25:32.915697,60360.0
2022-10-27 10:25:25.950699,0.0,2022-10-27 10:25:25.943696,970.0,2022-10-27 10:25:38.381830,2.321725,2022-10-27 10:25:38.852240,18.705704511226383,2022-10-27 10:25:38.852240,62900.0
2022-10-27 10:25:25.993150,-0.0,2022-10-27 10:25:25.991327,750.0,2022-10-27 10:25:41.027034,0.017,2022-10-27 10:25:44.944477,18.9700201670589,2022-10-27 10:25:44.944477,61530.0
2022-10-27 10:25:26.046073,-0.0,2022-10-27 10:25:26.039013,700.0,2022-10-27 10:25:41.227137,0.0361333333333333,2022-10-27 10:25:51.130903,18.990640417983037,2022-10-27 10:25:51.130903,61300.0
2022-10-27 10:25:26.087549,0.0,2022-10-27 10:25:26.088551,820.0,2022-10-27 10:25:44.542492,2.246166666666667,2022-10-27 10:25:57.750854,19.55838573220455,2022-10-27 10:25:57.750854,59650.0
2022-10-27 10:25:26.132925,-0.0,2022-10-27 10:25:26.152836,880.0,2022-10-27 10:25:47.126630,0.01865,2022-10-27 10:26:04.531011,20.00496841337861,2022-10-27 10:26:04.531011,58150.0
2022-10-27 10:25:26.178941,0.02,2022-10-27 10:25:26.197940,880.0,2022-10-27 10:25:50.737719,2.52355,2022-10-27 10:26:11.276326,20.032336490607605,2022-10-27 10:26:11.277313,57810.0
2022-10-27 10:25:26.224414,0.06,2022-10-27 10:25:26.246116,960.0,2022-10-27 10:25:57.232093,2.6481833333333338,2022-10-27 10:26:18.187944,20.198767462149632,2022-10-27 10:26:18.187944,55910.0
2022-10-27 10:25:26.270315,0.07,2022-10-27 10:25:26.289700,940.0,2022-10-27 10:26:00.479592,0.039725,2022-10-27 10:26:25.415354,20.97265763365922,2022-10-27 10:26:25.415354,55450.0
2022-10-27 10:25:26.317533,0.1,2022-10-27 10:25:26.338526,920.0,2022-10-27 10:26:04.002946,2.573624999999999,2022-10-27 10:26:32.445972,20.876467553107663,2022-10-27 10:26:32.445972,56020.0
2022-10-27 10:25:26.367375,0.12,2022-10-27 10:25:26.387472,940.0,2022-10-27 10:26:10.799789,2.627116666666668,,,,
2022-10-27 10:25:26.419279,0.07,2022-10-27 10:25:26.436651,880.0,2022-10-27 10:26:17.649307,2.627825,,,,
2022-10-27 10:25:26.474476,-0.02,2022-10-27 10:25:26.495510,900.0,2022-10-27 10:26:21.312530,0.0175833333333333,,,,
2022-10-27 10:25:26.520211,-0.81,2022-10-27 10:25:26.543439,860.0,2022-10-27 10:26:21.559978,0.039725,,,,
2022-10-27 10:25:26.571414,-5.38,2022-10-27 10:25:26.592123,880.0,2022-10-27 10:26:24.940691,2.311666666666667,,,,
2022-10-27 10:25:26.620197,-12.41,2022-10-27 10:25:26.642650,910.0,2022-10-27 10:26:28.324894,0.01695,,,,
2022-10-27 10:25:26.673755,-16.35,2022-10-27 10:25:26.696778,750.0,2022-10-27 10:26:31.982875,2.496424999999999,,,,
2022-10-27 10:25:26.724296,-12.2,2022-10-27 10:25:26.747378,770.0,,,,,,
2022-10-27 10:25:26.774268,-5.38,2022-10-27 10:25:26.781314,750.0,,,,,,
2022-10-27 10:25:26.831625,-3.34,2022-10-27 10:25:26.822928,720.0,,,,,,
2022-10-27 10:25:26.878900,-2.61,2022-10-27 10:25:26.870851,890.0,,,,,,
2022-10-27 10:25:26.925477,-1.57,2022-10-27 10:25:26.919486,1150.0,,,,,,
2022-10-27 10:25:26.974565,-2.09,2022-10-27 10:25:26.966569,1060.0,,,,,,
