Flow Timestamps,Flow (L/min),CO2 Timestamps,CO2% (ppm),Volume Exhaled Timestamps,Volume Exhaled (L),VCO2/BV Timestamps,Vol CO2 / Vol Breath,CO2 Peak timestamps,CO2 Peak (ppm)
2022-11-17 09:06:45.309940,0.03,2022-11-17 09:06:45.301875,780.0,2022-11-17 09:07:07.388384,2.0503333333333336,2022-11-17 09:07:08.543706,20.650296381362693,2022-11-17 09:07:08.544710,55750.0
2022-11-17 09:06:45.356051,0.03,2022-11-17 09:06:45.349005,860.0,2022-11-17 09:07:11.009940,0.0176166666666666,2022-11-17 09:07:15.213284,19.875851792137382,2022-11-17 09:07:15.213284,58310.0
2022-11-17 09:06:45.405863,-0.0,2022-11-17 09:06:45.397220,860.0,2022-11-17 09:07:11.279967,0.0167,2022-11-17 09:07:21.513852,20.319983935609983,2022-11-17 09:07:21.513852,55400.0
2022-11-17 09:06:45.455913,-0.01,2022-11-17 09:06:45.444964,690.0,2022-11-17 09:07:14.479335,2.110366666666668,2022-11-17 09:07:27.708613,20.472686451325234,2022-11-17 09:07:27.708613,58340.0
2022-11-17 09:06:45.505927,-0.03,2022-11-17 09:06:45.493091,700.0,2022-11-17 09:07:17.709421,0.0528083333333333,2022-11-17 09:07:33.549590,21.885524016814596,2022-11-17 09:07:33.549590,51800.0
2022-11-17 09:06:45.555726,-0.07,2022-11-17 09:06:45.540634,950.0,2022-11-17 09:07:21.112602,1.950408333333334,2022-11-17 09:07:39.681905,21.251330194484066,2022-11-17 09:07:39.681905,52830.0
2022-11-17 09:06:45.606342,-0.1,2022-11-17 09:06:45.588393,930.0,2022-11-17 09:07:26.091095,1.6683083333333335,2022-11-17 09:07:45.199755,21.777356484087708,2022-11-17 09:07:45.199755,52820.0
2022-11-17 09:06:45.652509,-0.07,2022-11-17 09:06:45.637038,640.0,2022-11-17 09:07:27.335464,0.5209916666666667,2022-11-17 09:07:50.941935,22.17786064706808,2022-11-17 09:07:50.941935,51600.0
2022-11-17 09:06:45.702929,-0.03,2022-11-17 09:06:45.684759,630.0,2022-11-17 09:07:33.217654,2.0802916666666667,2022-11-17 09:07:57.178362,22.3134044379599,2022-11-17 09:07:57.178362,50840.0
2022-11-17 09:06:45.754153,-0.03,2022-11-17 09:06:45.732883,790.0,2022-11-17 09:07:39.365557,2.029741666666667,2022-11-17 09:08:03.137717,22.81489978377873,2022-11-17 09:08:03.137717,49200.0
2022-11-17 09:06:45.805344,-0.05,2022-11-17 09:06:45.780632,960.0,2022-11-17 09:07:44.809655,1.9267916666666671,,,,
2022-11-17 09:06:45.855307,-0.07,2022-11-17 09:06:45.828612,1000.0,2022-11-17 09:07:50.599114,2.0844166666666664,,,,
2022-11-17 09:06:45.905390,-0.06,2022-11-17 09:06:45.892499,910.0,2022-11-17 09:07:56.775861,2.085433333333333,,,,
2022-11-17 09:06:45.954837,-0.05,2022-11-17 09:06:45.940921,790.0,2022-11-17 09:08:02.798595,1.9287333333333332,,,,
2022-11-17 09:06:46.000369,-0.05,2022-11-17 09:06:45.988787,780.0,,,,,,
2022-11-17 09:06:46.050787,-0.04,2022-11-17 09:06:46.037701,840.0,,,,,,
2022-11-17 09:06:46.100176,-0.04,2022-11-17 09:06:46.084665,880.0,,,,,,
2022-11-17 09:06:46.150055,-0.04,2022-11-17 09:06:46.133057,900.0,,,,,,
2022-11-17 09:06:46.196291,-0.02,2022-11-17 09:06:46.180203,930.0,,,,,,
2022-11-17 09:06:46.248355,0.01,2022-11-17 09:06:46.228895,890.0,,,,,,
2022-11-17 09:06:46.298482,0.0,2022-11-17 09:06:46.277300,890.0,,,,,,
2022-11-17 09:06:46.372565,0.02,2022-11-17 09:06:46.324900,960.0,,,,,,
2022-11-17 09:06:46.426722,0.03,2022-11-17 09:06:46.374597,860.0,,,,,,
2022-11-17 09:06:46.474911,0.09,2022-11-17 09:06:46.420692,820.0,,,,,,
2022-11-17 09:06:46.525174,0.13,2022-11-17 09:06:46.468896,1000.0,,,,,,
2022-11-17 09:06:46.575332,0.1,2022-11-17 09:06:46.516488,900.0,,,,,,
2022-11-17 09:06:46.626358,0.02,2022-11-17 09:06:46.593338,950.0,,,,,,
2022-11-17 09:06:46.674604,-0.05,2022-11-17 09:06:46.633289,1180.0,,,,,,
2022-11-17 09:06:46.720596,-0.17,2022-11-17 09:06:46.681399,1080.0,,,,,,
2022-11-17 09:06:46.766368,-0.25,2022-11-17 09:06:46.737344,800.0,,,,,,
2022-11-17 09:06:46.812526,-0.23,2022-11-17 09:06:46.784358,760.0,,,,,,
2022-11-17 09:06:46.858534,-0.15,2022-11-17 09:06:46.830489,930.0,,,,,,
2022-11-17 09:06:46.904522,-0.08,2022-11-17 09:06:46.875523,950.0,,,,,,
2022-11-17 09:06:46.950313,0.01,2022-11-17 09:06:46.922499,800.0,,,,,,
2022-11-17 09:06:47.001657,0.16,2022-11-17 09:06:46.966954,830.0,,,,,,
2022-11-17 09:06:47.075699,0.25,2022-11-17 09:06:47.020671,890.0,,,,,,
2022-11-17 09:06:47.128857,0.23,2022-11-17 09:06:47.060183,870.0,,,,,,
2022-11-17 09:06:47.174003,0.18,2022-11-17 09:06:47.108439,960.0,,,,,,
2022-11-17 09:06:47.220018,0.12,2022-11-17 09:06:47.155933,990.0,,,,,,
2022-11-17 09:06:47.265456,0.08,2022-11-17 09:06:47.204209,880.0,,,,,,
2022-11-17 09:06:47.311483,0.04,2022-11-17 09:06:47.282461,760.0,,,,,,
2022-11-17 09:06:47.357011,-0.03,2022-11-17 09:06:47.328768,760.0,,,,,,
2022-11-17 09:06:47.402299,-0.1,2022-11-17 09:06:47.374358,820.0,,,,,,
2022-11-17 09:06:47.448990,-0.12,2022-11-17 09:06:47.419517,1030.0,,,,,,
2022-11-17 09:06:47.499414,-0.09,2022-11-17 09:06:47.466497,1040.0,,,,,,
2022-11-17 09:06:47.549499,-0.07,2022-11-17 09:06:47.519660,930.0,,,,,,
2022-11-17 09:06:47.602838,-0.06,2022-11-17 09:06:47.565257,900.0,,,,,,
2022-11-17 09:06:47.649213,-0.06,2022-11-17 09:06:47.608834,840.0,,,,,,
2022-11-17 09:06:47.698827,-0.06,2022-11-17 09:06:47.666176,910.0,,,,,,
2022-11-17 09:06:47.754971,-0.06,2022-11-17 09:06:47.716301,1060.0,,,,,,
2022-11-17 09:06:47.803247,-0.05,2022-11-17 09:06:47.747965,950.0,,,,,,
2022-11-17 09:06:47.852191,-0.04,2022-11-17 09:06:47.796285,860.0,,,,,,
2022-11-17 09:06:47.903020,-0.03,2022-11-17 09:06:47.843901,1050.0,,,,,,
2022-11-17 09:06:47.953115,-0.02,2022-11-17 09:06:47.919669,1070.0,,,,,,
2022-11-17 09:06:47.999033,-0.01,2022-11-17 09:06:47.968969,870.0,,,,,,
2022-11-17 09:06:48.045173,-0.01,2022-11-17 09:06:48.016173,690.0,,,,,,
2022-11-17 09:06:48.097238,-0.01,2022-11-17 09:06:48.062026,800.0,,,,,,
2022-11-17 09:06:48.145641,-0.01,2022-11-17 09:06:48.113172,810.0,,,,,,
2022-11-17 09:06:48.194340,-0.0,2022-11-17 09:06:48.165068,760.0,,,,,,
2022-11-17 09:06:48.250036,-0.01,2022-11-17 09:06:48.209306,900.0,,,,,,
2022-11-17 09:06:48.300949,-0.01,2022-11-17 09:06:48.243937,900.0,,,,,,
2022-11-17 09:06:48.350891,-0.02,2022-11-17 09:06:48.291687,930.0,,,,,,
2022-11-17 09:06:48.400958,-0.0,2022-11-17 09:06:48.339780,960.0,,,,,,
2022-11-17 09:06:48.449206,0.06,2022-11-17 09:06:48.387900,800.0,,,,,,
2022-11-17 09:06:48.499084,0.11,2022-11-17 09:06:48.435187,760.0,,,,,,
2022-11-17 09:06:48.549366,0.07,2022-11-17 09:06:48.484078,930.0,,,,,,
2022-11-17 09:06:48.600053,0.03,2022-11-17 09:06:48.532178,1020.0,,,,,,
2022-11-17 09:06:48.649264,-0.0,2022-11-17 09:06:48.579879,880.0,,,,,,
2022-11-17 09:06:48.699709,-0.01,2022-11-17 09:06:48.643206,800.0,,,,,,
2022-11-17 09:06:48.749003,-0.02,2022-11-17 09:06:48.691706,830.0,,,,,,
2022-11-17 09:06:48.802447,-0.05,2022-11-17 09:06:48.738891,870.0,,,,,,
2022-11-17 09:06:48.853347,-0.06,2022-11-17 09:06:48.787519,750.0,,,,,,
2022-11-17 09:06:48.903578,-0.04,2022-11-17 09:06:48.835344,670.0,,,,,,
2022-11-17 09:06:48.953096,-0.02,2022-11-17 09:06:48.883536,750.0,,,,,,
2022-11-17 09:06:49.002826,-0.03,2022-11-17 09:06:48.931567,830.0,,,,,,
2022-11-17 09:06:49.052321,-0.04,2022-11-17 09:06:48.979512,840.0,,,,,,
2022-11-17 09:06:49.103904,-0.06,2022-11-17 09:06:49.027539,930.0,,,,,,
2022-11-17 09:06:49.149268,-0.06,2022-11-17 09:06:49.075374,840.0,,,,,,
2022-11-17 09:06:49.195351,-0.07,2022-11-17 09:06:49.123467,710.0,,,,,,
2022-11-17 09:06:49.245285,-0.08,2022-11-17 09:06:49.171799,800.0,,,,,,
2022-11-17 09:06:49.296941,-0.1,2022-11-17 09:06:49.219152,830.0,,,,,,
2022-11-17 09:06:49.345923,-0.11,2022-11-17 09:06:49.267270,890.0,,,,,,
2022-11-17 09:06:49.396151,-0.09,2022-11-17 09:06:49.331229,900.0,,,,,,
2022-11-17 09:06:49.446388,-0.06,2022-11-17 09:06:49.379054,900.0,,,,,,
2022-11-17 09:06:49.495653,-0.03,2022-11-17 09:06:49.426778,890.0,,,,,,
2022-11-17 09:06:49.546456,-0.01,2022-11-17 09:06:49.475305,730.0,,,,,,
2022-11-17 09:06:49.598536,-0.0,2022-11-17 09:06:49.523320,840.0,,,,,,
2022-11-17 09:06:49.652436,-0.01,2022-11-17 09:06:49.571456,810.0,,,,,,
2022-11-17 09:06:49.698171,0.0,2022-11-17 09:06:49.619358,820.0,,,,,,
2022-11-17 09:06:49.748234,0.04,2022-11-17 09:06:49.672136,1070.0,,,,,,
2022-11-17 09:06:49.800239,0.03,2022-11-17 09:06:49.717294,1010.0,,,,,,
2022-11-17 09:06:49.849848,0.02,2022-11-17 09:06:49.765305,920.0,,,,,,
2022-11-17 09:06:49.899833,0.02,2022-11-17 09:06:49.819744,840.0,,,,,,
2022-11-17 09:06:49.949742,0.09,2022-11-17 09:06:49.867875,760.0,,,,,,
2022-11-17 09:06:50.000711,0.16,2022-11-17 09:06:49.917881,740.0,,,,,,
2022-11-17 09:06:50.053667,0.19,2022-11-17 09:06:49.966822,840.0,,,,,,
2022-11-17 09:06:50.104704,0.22,2022-11-17 09:06:50.019776,910.0,,,,,,
2022-11-17 09:06:50.150277,0.26,2022-11-17 09:06:50.070644,820.0,,,,,,
2022-11-17 09:06:50.199738,0.14,2022-11-17 09:06:50.124706,920.0,,,,,,
2022-11-17 09:06:50.253351,0.0,2022-11-17 09:06:50.169267,920.0,,,,,,
2022-11-17 09:06:50.303630,-0.04,2022-11-17 09:06:50.214676,800.0,,,,,,
2022-11-17 09:06:50.354800,-0.03,2022-11-17 09:06:50.270360,900.0,,,,,,
2022-11-17 09:06:50.409836,-0.01,2022-11-17 09:06:50.320995,970.0,,,,,,
2022-11-17 09:06:50.458962,-0.04,2022-11-17 09:06:50.361867,870.0,,,,,,
2022-11-17 09:06:50.505135,-0.05,2022-11-17 09:06:50.402793,790.0,,,,,,
2022-11-17 09:06:50.552729,-0.03,2022-11-17 09:06:50.450921,810.0,,,,,,
2022-11-17 09:06:50.601994,0.01,2022-11-17 09:06:50.499063,740.0,,,,,,
2022-11-17 09:06:50.650268,0.02,2022-11-17 09:06:50.546733,820.0,,,,,,
2022-11-17 09:06:50.694113,0.03,2022-11-17 09:06:50.595085,870.0,,,,,,
2022-11-17 09:06:50.743727,0.01,2022-11-17 09:06:50.643211,730.0,,,,,,
2022-11-17 09:06:50.796413,-0.0,2022-11-17 09:06:50.715161,780.0,,,,,,
2022-11-17 09:06:50.850294,-0.02,2022-11-17 09:06:50.762338,840.0,,,,,,
2022-11-17 09:06:50.905440,-0.03,2022-11-17 09:06:50.814393,820.0,,,,,,
2022-11-17 09:06:50.954698,-0.05,2022-11-17 09:06:50.857327,990.0,,,,,,
2022-11-17 09:06:51.001964,-0.04,2022-11-17 09:06:50.898509,1060.0,,,,,,
2022-11-17 09:06:51.052827,-0.04,2022-11-17 09:06:50.946644,910.0,,,,,,
2022-11-17 09:06:51.104792,-0.03,2022-11-17 09:06:50.994917,860.0,,,,,,
2022-11-17 09:06:51.151375,-0.01,2022-11-17 09:06:51.042581,930.0,,,,,,
2022-11-17 09:06:51.198970,-0.01,2022-11-17 09:06:51.090576,970.0,,,,,,
2022-11-17 09:06:51.254048,-0.0,2022-11-17 09:06:51.138383,910.0,,,,,,
2022-11-17 09:06:51.304155,-0.01,2022-11-17 09:06:51.186524,840.0,,,,,,
2022-11-17 09:06:51.354173,-0.03,2022-11-17 09:06:51.233914,860.0,,,,,,
